time,X[s],Avanti sensor 2: ACC.X 2,Avanti sensor 2: ACC.Y 2,Avanti sensor 2: ACC.Z 2,Avanti sensor 2: GYRO.X 2,Avanti sensor 2: GYRO.Y 2,Avanti sensor 2: GYRO.Z 2
12:01.3,2.106,-0.2553711,-1.109375,0.1191406,-6.890244,30.2439,-17.86585
12:01.3,2.11275,-0.2895508,-1.121094,0.1850586,-1.341463,31.95122,-14.5122
12:01.3,2.1195,-0.3154297,-1.13916,0.2583008,6.463415,30.73171,-10.54878
12:01.3,2.12625,-0.3393555,-1.153809,0.3139648,15.85366,25.79268,-6.768293
12:01.3,2.133,-0.359375,-1.162109,0.3583984,26.03659,15.91463,-3.353659
12:01.3,2.13975,-0.3945313,-1.187012,0.4238281,36.46342,1.707317,-0.3048781
12:01.3,2.1465,-0.4326172,-1.214844,0.5078125,49.45122,-15.73171,3.292683
12:01.3,2.15325,-0.4770508,-1.242676,0.5830078,65.42683,-34.57317,7.073171
12:01.3,2.16,-0.496582,-1.251465,0.6166992,82.0122,-53.10976,11.89024
12:01.3,2.16675,-0.53125,-1.25,0.6552734,97.80488,-69.57317,17.5
12:01.3,2.1735,-0.5507813,-1.224609,0.6489258,113.2927,-81.40244,23.23171
12:01.3,2.18025,-0.5512695,-1.182617,0.5722656,123.3537,-86.82927,29.26829
12:01.3,2.187,-0.4936523,-1.152832,0.4589844,127.9878,-83.59756,36.09756
12:01.3,2.19375,-0.3510742,-1.160645,0.3203125,131.4634,-77.80488,39.45122
12:01.3,2.2005,-0.1416016,-1.188965,0.0405273,144.3902,-61.03659,44.02439
12:01.3,2.20725,0.0883789,-1.218262,-0.3447266,156.0366,-46.15854,41.95122
12:01.3,2.214,0.2661133,-1.266113,-0.6137695,153.8415,-44.87805,33.35366
12:01.3,2.22075,0.3896484,-1.341797,-0.6767578,141.4634,-63.84146,23.23171
12:01.3,2.2275,0.4116211,-1.446777,-0.5664063,125.7317,-90.30488,13.23171
12:01.3,2.23425,0.3164063,-1.572266,-0.3681641,116.7073,-121.5854,4.390244
12:01.3,2.241,0.1816406,-1.67334,-0.125,119.1463,-150.9756,-0.6707317
12:01.3,2.24775,0.0722656,-1.693359,0.0966797,131.3415,-156.7683,-0.9146342
12:01.3,2.2545,0.0107422,-1.625977,0.253418,142.5,-136.1585,3.658537
12:01.3,2.26125,0.0146484,-1.583984,0.2885742,149.0244,-97.62196,9.939025
12:01.3,2.268,0.0722656,-1.516602,0.2519531,153.1707,-51.64634,17.37805
12:01.3,2.27475,0.1791992,-1.460449,0.1401367,152.6829,-19.63415,25.54878
12:01.3,2.2815,0.2856445,-1.392578,0.0791016,149.6342,-9.329268,31.52439
12:01.3,2.28825,0.324707,-1.336426,0.0732422,150.3659,-9.45122,33.47561
12:01.3,2.295,0.2875977,-1.285156,0.0810547,152.0122,-9.45122,33.04878
12:01.3,2.30175,0.1821289,-1.232422,0.097168,154.5122,-6.707317,29.87805
12:01.3,2.3085,0.0605469,-1.188477,0.1040039,155.9756,-1.95122,26.09756
12:01.3,2.31525,-0.0585938,-1.162109,0.1079102,158.9634,5.792683,21.95122
12:01.3,2.322,-0.1772461,-1.131836,0.09375,162.3171,14.45122,17.0122
12:01.3,2.32875,-0.2919922,-1.09668,0.0976563,162.7439,19.5122,12.80488
12:01.3,2.3355,-0.3666992,-1.080566,0.1474609,159.5732,16.40244,11.95122
12:01.3,2.34225,-0.3881836,-1.101074,0.2075195,156.3415,0.9756098,15.42683
12:01.3,2.349,-0.3676758,-1.121582,0.2456055,156.2805,-17.68293,20.73171
12:01.3,2.35575,-0.34375,-1.119141,0.2543945,157.439,-26.82927,25.36585
12:01.3,2.3625,-0.28125,-1.106934,0.2495117,157.8049,-30.73171,28.47561
12:01.3,2.36925,-0.2109375,-1.089844,0.2255859,159.3293,-42.0122,30.73171
12:01.3,2.376,-0.1445313,-1.056152,0.1738281,161.3415,-56.15854,31.40244
12:01.3,2.38275,-0.0771484,-1.008301,0.1210938,162.2561,-56.34146,30.67073
12:01.3,2.3895,-0.0078125,-0.9492188,0.1010742,162.8049,-49.32927,30
12:01.3,2.39625,0.0512695,-0.8847656,0.1142578,164.4512,-29.69512,28.84146
12:01.3,2.403,0.1103516,-0.8198242,0.1289063,166.7683,-11.76829,28.35366
12:01.3,2.40975,0.171875,-0.7563477,0.1347656,167.6829,6.890244,28.41463
12:01.3,2.4165,0.2426758,-0.6855469,0.1450195,165.7927,30.67073,28.71951
12:01.3,2.42325,0.293457,-0.6259766,0.1357422,161.7073,60.97561,28.41463
12:01.3,2.43,0.3105469,-0.5727539,0.1147461,157.1951,91.52439,29.5122
12:01.3,2.43675,0.309082,-0.546875,0.1328125,150.5488,121.1585,31.03659
12:01.3,2.4435,0.2592773,-0.5527344,0.1743164,142.8049,148.2317,33.23171
12:01.3,2.45025,0.1611328,-0.5839844,0.2275391,135.7927,168.7805,35.06098
12:01.3,2.457,0.1020508,-0.6015625,0.2543945,131.0366,179.0854,38.71951
12:01.3,2.46375,-0.0063477,-0.6245117,0.3012695,129.3293,178.2317,43.59756
12:01.3,2.4705,-0.0874023,-0.621582,0.3237305,128.9024,168.1098,48.35366
12:01.3,2.47725,-0.1337891,-0.6044922,0.3227539,127.6829,150.3049,51.46342
12:01.3,2.484,-0.1723633,-0.5722656,0.3095703,123.9024,127.8049,52.31707
12:01.3,2.49075,-0.1962891,-0.5356445,0.3007813,121.1585,115.4268,52.37805
12:01.3,2.4975,-0.2001953,-0.4931641,0.2949219,114.8171,90.42683,51.28049
12:01.3,2.50425,-0.2045898,-0.4399414,0.3071289,104.6951,67.19512,49.45122
12:01.4,2.511,-0.2167969,-0.394043,0.3491211,91.15854,46.70732,45.12195
12:01.4,2.51775,-0.2553711,-0.359375,0.4243164,76.58537,29.32927,39.69512
12:01.4,2.5245,-0.2739258,-0.3227539,0.5366211,64.69512,12.07317,35.67073
12:01.4,2.53125,-0.2666016,-0.2807617,0.628418,56.09756,-9.756098,32.92683
12:01.4,2.538,-0.262207,-0.2460938,0.7231445,47.19512,-32.5,30.12195
12:01.4,2.54475,-0.2675781,-0.2436523,0.8344727,37.0122,-50.2439,27.2561
12:01.4,2.5515,-0.2709961,-0.2573242,0.8969727,27.13415,-58.47561,24.5122
12:01.4,2.55825,-0.3017578,-0.3115234,1.04541,19.63415,-56.89024,20.4878
12:01.4,2.565,-0.3701172,-0.3881836,1.181641,14.81707,-52.2561,15.42683
12:01.4,2.57175,-0.4487305,-0.4692383,1.279297,12.37805,-54.63415,9.634147
12:01.4,2.5785,-0.5375977,-0.5209961,1.285156,12.13415,-67.2561,4.939024
12:01.4,2.58525,-0.5854492,-0.5214844,1.152832,11.46342,-74.5122,2.926829
12:01.4,2.592,-0.5756836,-0.4726563,0.9584961,2.5,-85,0.1829268
12:01.4,2.59875,-0.5336914,-0.4067383,0.7958984,-16.70732,-80.18293,-2.5
12:01.4,2.6055,-0.4755859,-0.3251953,0.6181641,-41.03659,-50.73171,-6.219512
12:01.4,2.61225,-0.4287109,-0.2294922,0.3510742,-69.81708,3.719512,-12.7439
12:01.4,2.619,-0.4482422,-0.1298828,-0.0351563,-105.8537,62.13415,-23.90244
12:01.4,2.62575,-0.4213867,0.0478516,-0.5952148,-147.9878,87.31708,-33.71951
12:01.4,2.6325,-0.246582,0.184082,-0.9799805,-205.061,67.13415,-41.82927
12:01.4,2.63925,-0.0239258,0.09375,-0.6591797,-235.1829,17.92683,-49.39024
12:01.4,2.646,0.2016602,-0.2954102,-0.0610352,-221.3415,-13.90244,-53.23171
12:01.4,2.65275,0.3266602,-0.6088867,0.0776367,-199.2073,6.768293,-46.09756
12:01.4,2.6595,0.5712891,-1.438965,0.262207,-161.5244,70.79269,-15.36585
12:01.4,2.66625,0.6723633,-2.187988,0.7089844,-179.2073,31.95122,25.30488
12:01.4,2.673,0.7568359,-2.908203,1.88623,-155.6098,-105.1829,50.67073
12:01.4,2.67975,1.027832,-2.625,0.9047852,-147.561,11.52439,43.41463
12:01.4,2.6865,0.6386719,-2.032227,-0.5756836,-206.7683,91.03659,23.96342
12:01.4,2.69325,0.2446289,-2.09082,0.484375,-255.5488,122.561,-8.414635
12:01.4,2.7,0.4428711,-1.852539,0.5883789,-165.9756,122.2561,-28.78049
12:01.4,2.70675,0.5009766,-1.375488,-0.7353516,-129.1463,222.8049,-57.0122
12:01.4,2.7135,0.1474609,-1.102051,-0.7958984,-159.7561,212.9268,-79.02439
12:01.4,2.72025,0.1069336,-0.9111328,-0.3398438,-163.9024,108.5976,-73.53659
12:01.4,2.727,-0.0649414,-0.5732422,-0.3764648,-138.0488,120.7927,-67.19512
12:01.4,2.73375,-0.2070313,-0.2836914,-0.4643555,-145.6098,71.15854,-55.54878
12:01.4,2.7405,-0.2885742,-0.2329102,-0.5097656,-164.5122,27.37805,-47.31707
12:01.4,2.74725,-0.3798828,-0.2807617,-0.5385742,-193.5976,34.20732,-45.12195
12:01.4,2.754,-0.4873047,-0.5419922,-0.5893555,-222.6829,42.80488,-40.97561
12:01.4,2.76075,-0.4746094,-0.890625,-0.6254883,-231.7073,37.7439,-45.06098
12:01.4,2.7675,-0.4628906,-1.190918,-0.6401367,-232.8049,10.48781,-61.15854
12:01.4,2.77425,-0.4619141,-1.459473,-0.5678711,-227.9878,-25.18293,-79.7561
12:01.4,2.781,-0.4438477,-1.634277,-0.4873047,-223.7805,-40.91463,-87.62196
12:01.4,2.78775,-0.4580078,-1.650879,-0.3959961,-214.8171,-67.80488,-95.60976
12:01.4,2.7945,-0.4853516,-1.504395,-0.3432617,-207.0122,-86.15854,-87.80488
12:01.4,2.80125,-0.4736328,-1.282227,-0.3056641,-203.8415,-99.81708,-68.53659
12:01.4,2.808,-0.3867188,-1.059082,-0.2651367,-205.8537,-109.5732,-46.95122
12:01.4,2.81475,-0.2407227,-0.8398438,-0.2001953,-211.4025,-115.5488,-28.04878
12:01.4,2.8215,-0.0332031,-0.6533203,-0.1337891,-217.6829,-113.0488,-13.04878
12:01.4,2.82825,0.1855469,-0.5263672,-0.0952148,-222.622,-97.37805,-2.804878
12:01.4,2.835,0.3637695,-0.4814453,-0.0947266,-228.8415,-76.46342,0.1829268
12:01.4,2.84175,0.4506836,-0.5234375,-0.1074219,-234.8171,-49.63415,-3.353659
12:01.4,2.8485,0.4433594,-0.5654297,-0.105957,-237.7439,-15.67073,-10.06098
12:01.4,2.85525,0.3540039,-0.6625977,-0.0874023,-236.9512,13.04878,-15.54878
12:01.4,2.862,0.2128906,-0.7338867,-0.0644531,-233.4146,32.0122,-18.10976
12:01.4,2.86875,0.0761719,-0.7841797,-0.0532227,-229.4512,52.13415,-17.7439
12:01.4,2.8755,-0.0488281,-0.8549805,-0.0297852,-224.8171,74.7561,-12.43902
12:01.4,2.88225,-0.0927734,-0.9570313,0.0341797,-222.1342,85.54878,-7.804878
12:01.4,2.889,-0.0166016,-1.067871,0.1259766,-212.0122,108.9634,0.9756098
12:01.4,2.89575,0.097168,-1.12793,0.1254883,-195.7317,136.2805,4.085366
12:01.4,2.9025,0.1918945,-1.157227,0.0649414,-184.3902,149.3293,0
12:01.4,2.90925,0.2519531,-1.193848,-0.0273438,-179.3293,147.6829,-8.292683
12:01.4,2.916,0.2373047,-1.223145,-0.1582031,-177.561,153.1098,-17.07317
12:01.4,2.92275,0.1293945,-1.237305,-0.2543945,-176.4025,169.6951,-24.69512
12:01.4,2.9295,-0.0571289,-1.217285,-0.3330078,-169.4512,190.7927,-29.93903
12:01.4,2.93625,-0.2495117,-1.158691,-0.4306641,-158.9634,208.2317,-29.5122
12:01.4,2.943,-0.3349609,-1.104004,-0.4960938,-151.5244,232.9268,-22.62195
12:01.4,2.94975,-0.4472656,-0.9960938,-0.565918,-142.0122,254.3902,-11.64634
12:01.4,2.9565,-0.4404297,-0.9130859,-0.5170898,-128.2317,245.4268,-3.47561
12:01.4,2.96325,-0.2797852,-0.8632813,-0.4262695,-125.1829,226.0976,-7.378049
12:01.4,2.97,-0.0639648,-0.9238281,-0.4101563,-128.8415,203.6585,-18.65854
12:01.4,2.97675,0.0546875,-1.115723,-0.4047852,-129.8171,190.4878,-25.79268
12:01.4,2.9835,-0.1210938,-1.254395,-0.2661133,-129.3902,175.8537,-40.85366
12:01.4,2.99025,-0.4868164,-1.188477,-0.1713867,-131.3415,163.0488,-54.14634
12:01.4,2.997,-0.625,-0.984375,-0.1855469,-132.7439,133.5976,-53.10976
12:01.4,3.00375,-0.4677734,-0.8588867,-0.1298828,-140.9146,113.5366,-42.19512
12:01.4,3.0105,-0.1669922,-1.113281,-0.0112305,-148.8415,95.2439,-32.07317
12:01.4,3.01725,-0.0258789,-1.524414,-0.012207,-142.0122,95.79269,-33.29268
12:01.4,3.024,-0.1777344,-1.746582,-0.0561523,-129.2683,111.4634,-42.43903
12:01.4,3.03075,-0.46875,-1.774902,-0.0395508,-115.1829,110.3049,-49.7561
12:01.4,3.0375,-0.7250977,-1.677246,0.0009766,-104.1463,103.4146,-53.04878
12:01.4,3.04425,-0.8022461,-1.632813,0.0107422,-97.80488,106.1585,-49.57317
12:01.4,3.051,-0.7832031,-1.675781,-0.003418,-88.90244,95.60976,-40.12195
12:01.4,3.05775,-0.4960938,-1.705078,-0.0844727,-82.13415,85.79269,-33.29268
12:01.4,3.0645,-0.2675781,-1.688965,0.0087891,-78.35366,92.37805,-33.41463
12:01.4,3.07125,-0.296875,-1.802246,0.1518555,-67.43903,114.5732,-36.7683
12:01.4,3.078,-0.5688477,-1.942383,0.2978516,-58.65854,125.6707,-39.02439
12:01.4,3.08475,-0.8120117,-2.058105,0.449707,-36.15854,138.4146,-37.19512
12:01.4,3.0915,-0.8764648,-2.15332,0.5395508,-9.268292,143.6585,-30.06098
12:01.4,3.09825,-0.9282227,-2.205566,0.5498047,22.37805,137.9268,-22.80488
12:01.4,3.105,-1.111816,-2.300293,0.6625977,55.36586,121.0976,-14.5122
12:01.4,3.11175,-1.366211,-2.333984,0.8583984,98.90244,105.9756,0.9146342
12:01.4,3.1185,-1.502441,-2.154297,1.089844,148.2317,97.19512,25.85366
12:01.4,3.12525,-1.400879,-1.904785,1.213379,190.5488,84.57317,55.60976
12:01.4,3.132,-1.134277,-1.842285,1.124023,220.8537,65.79269,83.84147
12:01.4,3.13875,-0.9951172,-1.880859,1,248.2317,54.7561,104.7561
12:01.4,3.1455,-0.7485352,-1.980957,0.425293,276.8903,67.68293,117.8659
12:01.4,3.15225,-0.4814453,-1.836426,-0.5097656,280.1829,93.71951,125.122
12:01.4,3.159,-0.1953125,-1.609863,-1.110352,244.1463,46.7683,122.1951
12:01.4,3.16575,0.0029297,-1.650879,-1.130859,233.1098,-61.09756,114.6341
12:01.4,3.1725,0.0786133,-1.905273,-1.143555,238.0488,-112.8659,110.9146
12:01.4,3.17925,0.0205078,-2.007813,-1.35791,235,-184.0244,106.4024
12:01.5,3.186,-0.2104492,-2.11084,-1.489746,199.8781,-202.3781,103.4756
12:01.5,3.19275,-0.4106445,-2.259766,-0.7167969,162.561,-209.6342,101.8902
12:01.5,3.1995,-0.3330078,-2.447266,-0.0961914,193.6585,-234.3902,102.3171
12:01.5,3.20625,-0.0131836,-2.570801,-0.1757813,242.0732,-264.1464,99.45123
12:01.5,3.213,0.4765625,-2.493652,-0.7314453,283.2927,-245.7317,92.80488
12:01.5,3.21975,0.934082,-2.299805,-1.137695,285.9756,-187.2561,79.20732
12:01.5,3.2265,1.160645,-2.162598,-1.06543,263.9024,-153.2317,63.47561
12:01.5,3.23325,1.09668,-2.027832,-0.8574219,254.8171,-140.8537,54.39024
12:01.5,3.24,0.9624023,-1.933105,-0.7807617,259.6951,-100.7317,56.64634
12:01.5,3.24675,0.6132813,-1.700195,-0.6738281,263.4756,-47.0122,70.30488
12:01.5,3.2535,0.324707,-1.474609,-0.5976563,260.8537,-9.573171,88.71951
12:01.5,3.26025,0.1474609,-1.282715,-0.5693359,253.6585,9.756098,106.4024
12:01.5,3.267,0.0966797,-1.109375,-0.590332,244.5732,19.81707,120.7927
12:01.5,3.27375,0.1420898,-0.9443359,-0.6230469,240.3659,24.45122,125.5488
12:01.5,3.2805,0.2089844,-0.8085938,-0.6499023,232.3781,35.4878,128.9634
12:01.5,3.28725,0.2099609,-0.6640625,-0.6547852,224.8171,48.41463,125.6098
12:01.5,3.294,0.171875,-0.5097656,-0.6518555,214.5122,59.39024,121.3415
12:01.5,3.30075,0.0883789,-0.3793945,-0.6445313,199.2683,69.45122,118.1098
12:01.5,3.3075,-0.0126953,-0.3144531,-0.6518555,181.7683,76.95122,116.5244
12:01.5,3.31425,-0.1235352,-0.3129883,-0.6801758,165,79.5122,114.8781
12:01.5,3.321,-0.2075195,-0.3383789,-0.7226563,148.2927,76.03659,113.4756
12:01.5,3.32775,-0.2504883,-0.3666992,-0.7548828,130.4878,65.36585,112.7439
12:01.5,3.3345,-0.2421875,-0.3696289,-0.7661133,114.3902,48.17073,113.1098
12:01.5,3.34125,-0.1616211,-0.3398438,-0.793457,102.3781,23.90244,112.8049
12:01.5,3.348,-0.003418,-0.284668,-0.8256836,93.71951,-1.341463,109.939
12:01.5,3.35475,0.1352539,-0.234375,-0.8603516,87.80488,-26.95122,104.8171
12:01.5,3.3615,0.2358398,-0.1645508,-0.8974609,83.78049,-52.2561,96.95123
12:01.5,3.36825,0.3295898,-0.0737305,-0.9335938,81.89024,-62.62195,91.95123
12:01.5,3.375,0.3852539,0.0058594,-0.9301758,77.5,-76.40244,79.32927
12:01.5,3.38175,0.3974609,0.0571289,-0.9077148,72.56097,-80.36585,66.34146
12:01.5,3.3885,0.3808594,0.0859375,-0.8764648,66.82927,-77.62196,53.96342
12:01.5,3.39525,0.3515625,0.0922852,-0.8339844,60.36586,-76.21951,43.17073
12:01.5,3.402,0.3364258,0.074707,-0.7871094,53.96342,-81.52439,33.35366
12:01.5,3.40875,0.3374023,0.0429688,-0.7519531,46.28049,-90.48781,24.26829
12:01.5,3.4155,0.3486328,0.0419922,-0.7246094,36.89024,-98.47561,17.80488
12:01.5,3.42225,0.4013672,0.0444336,-0.6992188,26.64634,-106.9512,15.73171
12:01.5,3.429,0.4765625,0.0449219,-0.652832,16.70732,-121.4024,15.60976
12:01.5,3.43575,0.5209961,0.0332031,-0.6054688,7.073171,-139.2683,13.71951
12:01.5,3.4425,0.5800781,-0.0068359,-0.4775391,-1.402439,-147.5,8.841464
12:01.5,3.44925,0.5805664,-0.0551758,-0.3398438,-12.62195,-148.4146,1.219512
12:01.5,3.456,0.46875,-0.1240234,-0.2211914,-30.85366,-158.7195,-9.146341
12:01.5,3.46275,0.2792969,-0.2148438,-0.1894531,-60.42683,-178.2927,-19.14634
12:01.5,3.4695,0.1254883,-0.3486328,-0.3256836,-81.7683,-180.7317,-22.5
12:01.5,3.47625,0.0507813,-0.6196289,-0.3237305,-141.4024,-150.3049,-23.29268
12:01.5,3.483,0.0668945,-1.231934,0.6586914,-216.7073,-38.59756,-6.341464
12:01.5,3.48975,-0.8085938,-2.845215,4.460938,-243.8415,221.9512,4.939024
12:01.5,3.4965,-2.976563,-4.893066,7.304688,-37.43903,34.87805,5.426829
12:01.5,3.50325,-1.356934,-4.454102,3.585449,12.19512,-322.0122,39.08537
12:01.5,3.51,0.2089844,-3.168945,1.217285,-82.31708,-149.8781,11.40244
12:01.5,3.51675,0.2724609,-1.891113,0.578125,-88.41463,135.3659,-37.31707
12:01.5,3.5235,0.1108398,-1.234375,0.331543,-30.85366,291.3415,-57.2561
12:01.5,3.53025,0.003418,-1.028809,0.2993164,-8.719512,302.3171,-50.79268
12:01.5,3.537,-0.2060547,-0.7749023,0.3608398,-59.69512,151.3415,-18.84146
12:01.5,3.54375,-0.4189453,-1.046875,1.468262,-58.53659,-128.7805,48.78049
12:01.5,3.5505,0.1572266,-0.6728516,0.2075195,-99.69512,-276.8293,80.12196
12:01.5,3.55725,0.9165039,-0.0727539,-0.4775391,-105.6098,-89.39024,76.40244
12:01.5,3.564,0.7177734,0.671875,0.293457,-80.06097,-63.71951,75.85366
12:01.5,3.57075,4.189941,0.5649414,-5.041504,85.18293,355.8537,139.6342
12:01.5,3.5775,2.232422,0.0488281,-7.338379,18.78049,617.561,-24.32927
12:01.5,3.58425,0.8886719,0.6713867,-4.99707,-209.1463,-410.3049,-153.1707
12:01.5,3.591,-3.433105,-1.570801,8.36377,-541.8293,-560,-170.9756
12:01.5,3.59775,-3.87793,-7.693359,7.338867,-70.48781,-185.7317,184.8781
12:01.5,3.6045,1.360352,-6.413086,0.2524414,-0.6097561,-399.2683,93.47561
12:01.5,3.61125,2.478027,-3.73584,-3.52832,182.9268,531.5244,-6.52439
12:01.5,3.618,1.118652,-1.426758,-5.631348,216.5244,899.0854,-82.19512
12:01.5,3.62475,0.5463867,0.1606445,-3.921387,-2.439024,295.1829,-85.2439
12:01.5,3.6315,0.5751953,0.7583008,-2.21582,-213.9025,-378.1707,-50.79268
12:01.5,3.63825,1.137695,1.263184,1.173828,-230.061,-516.6464,-38.35366
12:01.5,3.645,1.051758,0.7026367,0.7207031,-92.31708,49.5122,-182.5
12:01.5,3.65175,-1.86084,0.2436523,-2.01709,-137.561,251.8293,-167.9878
12:01.5,3.6585,-2.443359,0.3774414,-2.191895,-228.5366,30.48781,7.621952
12:01.5,3.66525,-1.458984,-0.1254883,-1.285645,-229.8171,-75.18293,65
12:01.5,3.672,-0.6518555,-0.6313477,-1.198242,-206.1585,-142.2561,114.8781
12:01.5,3.67875,-0.2231445,-1.085449,-1.160156,-220.122,-92.07317,86.28049
12:01.5,3.6855,0.1674805,-1.716797,-0.8955078,-247.561,-85.73171,28.04878
12:01.5,3.69225,0.5512695,-2.409668,-0.4956055,-250.8537,-116.5244,-35
12:01.5,3.699,0.456543,-2.548828,-0.1396484,-215.061,-110.7927,-82.43903
12:01.5,3.70575,0.0859375,-2.007324,-0.1713867,-167.3781,-54.45122,-85.97561
12:01.5,3.7125,-0.3193359,-1.373535,-0.3613281,-152.561,-0.7926829,-81.70732
12:01.5,3.71925,-0.640625,-0.887207,-0.4506836,-158.4146,15.36585,-76.34147
12:01.5,3.726,-0.734375,-0.6816406,-0.4472656,-171.4634,1.646341,-60.06098
12:01.5,3.73275,-0.71875,-0.2875977,-0.3554688,-181.8902,-8.719512,-19.81707
12:01.5,3.7395,-0.3706055,-0.0297852,-0.3110352,-193.7195,7.195122,25
12:01.5,3.74625,0.0307617,-0.0561523,-0.3134766,-212.622,46.03659,50.2439
12:01.5,3.753,0.2958984,-0.3295898,-0.3188477,-232.9268,88.90244,57.86586
12:01.5,3.75975,0.4428711,-0.7104492,-0.2583008,-239.3293,108.3537,58.71951
12:01.5,3.7665,0.5878906,-1.066406,-0.1552734,-241.4634,145.2439,57.2561
12:01.5,3.77325,0.7368164,-1.333496,-0.0639648,-232.3781,182.6219,47.7439
12:01.5,3.78,0.7636719,-1.503906,-0.0087891,-212.7439,212.0122,27.43903
12:01.5,3.78675,0.6049805,-1.566406,-0.0410156,-185.2439,221.8293,3.231707
12:01.5,3.7935,0.3637695,-1.51416,-0.1411133,-162.3171,227.1342,-15.91463
12:01.5,3.80025,0.1337891,-1.312988,-0.2797852,-148.3537,248.7195,-26.28049
12:01.5,3.807,-0.1113281,-1.054199,-0.4604492,-142.3171,289.6342,-31.52439
12:01.5,3.81375,-0.4072266,-0.8920898,-0.4892578,-143.4146,328.1098,-32.13415
12:01.5,3.8205,-0.5820313,-0.8354492,-0.3095703,-143.9024,322.1951,-23.78049
12:01.5,3.82725,-0.5541992,-0.8535156,-0.2333984,-145.061,265.1829,-15.67073
12:01.5,3.834,-0.3920898,-1.053223,-0.1240234,-146.1585,207.8659,-17.31707
12:01.5,3.84075,-0.2475586,-1.374023,0.0200195,-141.7683,166.1585,-26.58537
12:01.5,3.8475,-0.105957,-1.51123,0.1113281,-128.7805,147.6829,-41.40244
12:01.5,3.85425,-0.0756836,-1.21875,-0.0292969,-122.5,154.6951,-57.07317
12:01.6,3.861,-0.1552734,-0.7758789,-0.1987305,-128.6585,155.7317,-62.5
12:01.6,3.86775,-0.2504883,-0.5615234,-0.1064453,-147.6829,154.6951,-66.40244
12:01.6,3.8745,-0.34375,-0.6845703,-0.1499023,-150.1219,153.9634,-63.78049
12:01.6,3.88125,-0.4541016,-1.016113,-0.3671875,-142.3781,156.9512,-57.37805
12:01.6,3.888,-0.5214844,-1.409668,-0.2670898,-140.061,141.0366,-52.56098
12:01.6,3.89475,-0.6337891,-1.552734,0.0014648,-134.8171,128.7195,-54.02439
12:01.6,3.9015,-0.6655273,-1.568359,0.2197266,-127.8049,119.5732,-52.31707
12:01.6,3.90825,-0.4731445,-1.624023,0.2836914,-115.2439,116.5244,-43.35366
12:01.6,3.915,-0.2612305,-1.688965,0.2822266,-99.20732,125.7927,-36.46342
12:01.6,3.92175,-0.2832031,-1.697754,0.1884766,-81.52439,140.7927,-37.37805
12:01.6,3.9285,-0.3740234,-1.679688,0.1577148,-66.15854,152.561,-39.5122
12:01.6,3.93525,-0.5922852,-1.646973,0.184082,-51.09756,155.1219,-38.17073
12:01.6,3.942,-0.690918,-1.646973,0.284668,-35.30488,149.939,-32.86586
12:01.6,3.94875,-0.7026367,-1.674805,0.4038086,-16.40244,145.9756,-27.43903
12:01.6,3.9555,-0.7099609,-1.670898,0.5522461,-4.939024,145.3659,-24.45122
12:01.6,3.96225,-0.7080078,-1.589844,0.7070313,19.14634,144.6951,-18.78049
12:01.6,3.969,-0.715332,-1.466797,0.8876953,44.08537,142.0732,-12.7439
12:01.6,3.97575,-0.7163086,-1.336426,1.066406,72.13415,138.1098,-6.219512
12:01.6,3.9825,-0.7324219,-1.253418,1.121582,102.3781,136.8902,1.646341
12:01.6,3.98925,-0.7275391,-1.26123,1.075684,133.2317,138.1707,12.31707
12:01.6,3.996,-0.71875,-1.353516,0.9072266,160.2439,140.3049,22.0122
12:01.6,4.00275,-0.7592773,-1.663574,0.690918,184.1463,137.7439,29.93903
12:01.6,4.0095,-0.9824219,-2.069336,0.3046875,215.6098,145.5488,37.43903
12:01.6,4.01625,-1.343262,-2.171875,-0.2392578,246.4025,165.6098,49.81707
12:01.6,4.023,-1.466309,-2.018066,-0.4936523,239.8171,143.5366,68.35366
12:01.6,4.02975,-1.397461,-1.617188,-0.8398438,203.4756,71.34147,88.53659
12:01.6,4.0365,-1.043457,-1.603516,-1.097168,193.1707,-19.87805,112.3171
12:01.6,4.04325,-0.6376953,-1.750488,-1.526855,204.5122,-98.29269,129.2073
12:01.6,4.05,-0.4570313,-1.77832,-1.371582,183.5366,-135.2439,134.939
12:01.6,4.05675,-0.6142578,-2.049805,-0.625,180.3659,-148.4756,139.3293
12:01.6,4.0635,-0.7729492,-2.379883,-0.5483398,200.6707,-183.9025,150.4878
12:01.6,4.07025,-0.6723633,-2.696777,-0.8325195,206.7073,-223.0488,154.8781
12:01.6,4.077,-0.2080078,-2.92627,-0.9150391,203.0488,-261.4024,145.1829
12:01.6,4.08375,0.3574219,-2.905273,-0.8916016,212.3781,-275.9756,124.5122
12:01.6,4.0905,0.7197266,-2.733887,-0.9140625,226.4634,-256.5854,105.8537
12:01.6,4.09725,0.8701172,-2.592773,-0.8598633,233.1707,-214.939,96.03659
12:01.6,4.104,0.8818359,-2.464355,-0.7338867,236.6463,-171.4634,93.41463
12:01.6,4.11075,0.7553711,-2.307617,-0.6040039,238.1707,-136.6463,96.58537
12:01.6,4.1175,0.5449219,-2.130859,-0.4941406,241.1585,-110.9756,105
12:01.6,4.12425,0.4418945,-2.04248,-0.4658203,243.5366,-90.18293,115.2439
12:01.6,4.131,0.2573242,-1.861816,-0.4638672,238.8415,-77.68293,124.3293
12:01.6,4.13775,0.1420898,-1.672852,-0.4838867,229.939,-75.18293,131.7073
